x,y
2.311043384333722,5.436627006999047
2.951447233674974,6.093709702971086
2.6285169074727888,6.776799280415688
2.0411571222845213,5.335430267343717
3.9169689761494455,8.94852647337535
2.796483090569593,5.7194702330619736
2.7027065947194657,6.323054907871202
3.4161845269569273,7.00421361122079
3.3767755887792403,8.322453852187675
2.9967127230211124,6.778527562460889
2.7787195427985183,6.836953956353868
3.7721176445832745,7.553018085513662
3.3306073165424372,7.124678790936622
3.2259712960857403,6.772414714074522
2.011318484256944,5.333401693995193
2.827245116158706,5.901703748108346
2.586035803400349,6.125838769155151
3.5993028115955896,8.767519913937933
3.112583623124288,7.836199374327263
3.829195712824439,8.382586301169553
3.9043985670376715,9.09453256173551
2.9206916333695627,6.827462087880017
3.650560702657687,8.875838599333958
2.001255165573192,4.252751983355114
2.2165272003653405,4.497465888831145
3.7380763071936425,8.62380475262409
3.220553148367775,6.707581213655271
3.922617190199303,7.8468221440164525
3.973619629085972,8.023119641774686
2.3339744424526057,5.320335181173341
2.112982756460985,6.073343444014137
3.5885284459390325,7.714515837484319
3.6140647251315574,7.464667439761552
3.387246555529381,8.27891864977145
2.6992977382377834,7.242137767071374
2.6071861060087276,6.475707109677409
3.2849087856961976,7.688447612351165
3.285587918550762,7.82762004081954
2.0265800259870543,5.112865079307865
3.3719514020792163,7.604227298090667
2.4501798277598956,6.4935798309403205
3.1587226131504416,8.26320707389326
3.1008076316883804,6.216883688789079
3.7663425304994074,8.6469681374108
3.2201048891106896,7.285712795956433
3.830309252938201,8.584546768447243
3.8735426964744066,9.086539152898988
3.563292858663817,8.854398199076567
3.4968706465579658,7.633013065549988
2.873567329414781,7.380517084757112
3.838473398754568,7.735296785068139
3.03851299406555,7.1926576194795135
3.0747640339157885,7.211345306524599
2.4641020142423105,5.917335197462942
3.0789796031146857,7.718764078711285
3.374308788360067,7.109692976377924
3.656544817603736,7.644880895787319
3.9609626597015857,9.087068924292414
3.4434146405469805,8.759076976798175
3.3233304778533457,6.96541327962995
3.0503484815271324,7.7613198438995505
3.4724036123889364,7.413555960144926
3.525297979585642,8.527988984421155
2.6096697155446478,5.473655188014783
2.573725372438055,6.6268310645708315
2.48826297642299,6.723892622279925
2.8002788876549776,6.945574793900795
3.3888797915235296,8.694578624829727
3.546394568390806,7.461497552709163
2.29238263825215,5.427352913026976
2.75466401607666,7.136522110340494
2.541629448933813,6.40003825744804
3.765637560869603,8.985576493352955
2.03750503196168,5.9767082384947905
2.340761166372626,4.710845622662286
3.2551090422201847,7.272027051602923
2.726966796100337,5.79045589828671
2.6225811030589745,6.939644699392886
2.8331051648978125,6.542270795815085
3.800434087153362,8.369292682968767
2.009320372052649,5.177053290168416
3.7270409815646914,7.931301522880196
3.9625061990157207,8.90545614837741
2.012264821739746,5.569747162230249
2.1425067771774025,5.294502359127873
3.630206319185935,8.708399147888585
3.582018496861826,7.2856595994929565
3.742990318587316,8.929723261046778
2.0497060409546264,5.186663467303016
3.210049560239156,6.692095216303593
2.2202313030101797,5.105507087015974
3.000001630314905,7.853463311716535
3.8721062635254593,8.66159730947914
3.787346509102539,8.77466904143856
3.469916553536582,7.090769738620235
3.639230706250874,8.331901657876163
2.7654735482316646,5.621709149708319
2.745026720040636,7.134980780430671
3.9453598884264878,8.198724903775025
2.743245850710916,6.145312426474956
